epoch,function_name,experiment,noise,optimizer,dropout,weight_decay,model_size,val_loss,auprc,auprc_full,auroc,auroc_full,success,error,checkpoint_path
28,f1,base_sgd,0.0,sgd,0.0,False,small,0.01176629401743412,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0028.pt
29,f1,base_sgd,0.0,sgd,0.0,False,small,0.012083692476153374,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0029.pt
30,f1,base_sgd,0.0,sgd,0.0,False,small,0.011680993251502514,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0030.pt
31,f1,base_sgd,0.0,sgd,0.0,False,small,0.011440091766417027,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0031.pt
32,f1,base_sgd,0.0,sgd,0.0,False,small,0.010960981249809265,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0032.pt
33,f1,base_sgd,0.0,sgd,0.0,False,small,0.011210558004677296,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0033.pt
34,f1,base_sgd,0.0,sgd,0.0,False,small,0.010571588762104511,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0034.pt
35,f1,base_sgd,0.0,sgd,0.0,False,small,0.010766166262328625,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0035.pt
36,f1,base_sgd,0.0,sgd,0.0,False,small,0.010499315336346626,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0036.pt
37,f1,base_sgd,0.0,sgd,0.0,False,small,0.010159889236092567,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0037.pt
38,f1,base_sgd,0.0,sgd,0.0,False,small,0.010044905357062817,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0038.pt
39,f1,base_sgd,0.0,sgd,0.0,False,small,0.010438289493322372,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0039.pt
40,f1,base_sgd,0.0,sgd,0.0,False,small,0.01110927201807499,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0040.pt
